#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 4.9227e+09 4.6183e+08 4.9227e-01
1 1.4297e+10 2.3540e+09 1.4297e+00
2 1.4023e+10 1.3127e+09 1.4023e+00
3 1.4023e+10 1.0441e+07 1.4023e+00
4 1.4021e+10 3.6341e+05 1.4021e+00
5 1.4021e+10 2.5557e+03 1.4021e+00
6 1.4021e+10 6.8316e+02 1.4021e+00
7 1.4021e+10 1.7035e+02 1.4021e+00
8 1.4021e+10 5.3113e+00 1.4021e+00
9 1.4021e+10 2.0149e+00 1.4021e+00
10 1.4021e+10 5.8805e-01 1.4021e+00
