#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.1205e+03 1.0975e+03 1.1205e-07
1 6.4511e+02 1.9407e+02 6.4511e-08
2 6.4225e+02 4.7466e+00 6.4225e-08
3 6.4225e+02 1.8403e-01 6.4225e-08
4 6.4210e+02 2.2769e-03 6.4210e-08
5 6.4210e+02 8.1759e-06 6.4210e-08
6 6.4210e+02 2.1573e-06 6.4210e-08
7 6.4210e+02 4.5216e-07 6.4210e-08
8 6.4210e+02 1.6662e-07 6.4210e-08
9 6.4210e+02 2.6015e-09 6.4210e-08
