#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 4.0683e+04 3.9845e+04 4.0683e-06
1 2.9439e+04 3.0091e+04 2.9439e-06
2 2.9464e+04 2.7930e+02 2.9464e-06
3 2.9458e+04 2.3665e+01 2.9458e-06
4 2.9458e+04 6.7131e+00 2.9458e-06
5 2.9458e+04 8.8249e-03 2.9458e-06
6 2.9458e+04 4.6850e-05 2.9458e-06
7 2.9458e+04 7.0950e-06 2.9458e-06
8 2.9458e+04 2.4921e-06 2.9458e-06
