#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 3.5086e+00 3.4369e+00 3.5086e-10
1 4.5616e+00 2.1662e-01 4.5616e-10
2 4.5627e+00 1.9279e-02 4.5627e-10
3 4.5625e+00 2.1841e-03 4.5625e-10
4 4.5625e+00 5.0620e-04 4.5625e-10
5 4.5625e+00 6.8082e-08 4.5625e-10
6 4.5625e+00 3.3505e-08 4.5625e-10
7 4.5625e+00 7.7845e-11 4.5625e-10
