#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 3.7690e+02 3.6920e+02 3.7690e-08
1 2.2391e+02 3.2142e+01 2.2391e-08
2 2.2353e+02 6.4828e+00 2.2353e-08
3 2.2353e+02 1.4917e-01 2.2353e-08
4 2.2357e+02 1.7863e-02 2.2357e-08
5 2.2357e+02 3.1104e-05 2.2357e-08
6 2.2357e+02 9.4861e-06 2.2357e-08
7 2.2357e+02 1.4664e-07 2.2357e-08
8 2.2357e+02 2.7876e-08 2.2357e-08
9 2.2357e+02 8.6781e-10 2.2357e-08
