#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.1637e+04 1.1398e+04 1.1637e-06
1 7.6128e+03 7.1873e+03 7.6128e-07
2 7.5871e+03 5.1396e+01 7.5871e-07
3 7.5875e+03 1.8508e+01 7.5875e-07
4 7.5875e+03 1.5906e+00 7.5875e-07
5 7.5875e+03 1.6850e-03 7.5875e-07
6 7.5875e+03 5.5708e-05 7.5875e-07
7 7.5875e+03 6.7510e-06 7.5875e-07
8 7.5875e+03 4.2453e-07 7.5875e-07
