#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 3.3858e-01 3.3166e-01 3.3858e-11
1 1.2501e+00 1.8914e-02 1.2501e-10
2 1.2500e+00 5.3631e-03 1.2500e-10
3 1.2500e+00 6.6610e-05 1.2500e-10
4 1.2500e+00 6.9807e-07 1.2500e-10
5 1.2500e+00 5.3029e-09 1.2500e-10
6 1.2500e+00 6.1310e-10 1.2500e-10
7 1.2500e+00 3.4464e-12 1.2500e-10
