#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 4.7004e+06 4.7239e+06 4.7004e-04
1 7.3206e+06 4.5837e+05 7.3206e-04
2 7.3869e+06 2.0308e+05 7.3869e-04
3 7.3872e+06 1.8822e+04 7.3872e-04
4 7.3871e+06 1.4826e+02 7.3871e-04
5 7.3871e+06 3.4560e-01 7.3871e-04
6 7.3871e+06 1.0658e-01 7.3871e-04
7 7.3871e+06 4.4393e-02 7.3871e-04
8 7.3871e+06 1.7743e-03 7.3871e-04
9 7.3871e+06 1.5921e-04 7.3871e-04
