#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 3.9099e+03 3.8298e+03 3.9099e-07
1 2.3443e+03 1.0487e+03 2.3443e-07
2 2.3329e+03 1.1013e+01 2.3329e-07
3 2.3331e+03 4.9607e+00 2.3331e-07
4 2.3331e+03 2.1089e-01 2.3331e-07
5 2.3331e+03 1.1743e-04 2.3331e-07
6 2.3331e+03 3.8739e-05 2.3331e-07
7 2.3331e+03 1.5142e-06 2.3331e-07
8 2.3331e+03 5.0101e-07 2.3331e-07
9 2.3331e+03 1.2613e-08 2.3331e-07
