#NumericalIntegrator addapting quadrature over [-16, 32]
#Iteration integral estimated_error tol
0 1.4219e+14 3.3642e+14 1.4219e+04
1 7.8162e+15 4.5718e+13 7.8162e+05
2 8.0593e+15 5.3189e+14 8.0593e+05
3 8.0608e+15 3.6938e+12 8.0608e+05
4 8.0608e+15 1.2646e+12 8.0608e+05
5 8.0608e+15 3.0988e+11 8.0608e+05
6 8.0608e+15 1.2158e+11 8.0608e+05
7 8.0608e+15 1.4805e+08 8.0608e+05
8 8.0608e+15 1.0127e+07 8.0608e+05
9 8.0608e+15 7.7900e+05 8.0608e+05
