#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.5501e+11 3.7158e+10 1.5501e+01
1 3.4796e+11 4.9546e+10 3.4796e+01
2 3.4337e+11 2.9837e+09 3.4337e+01
3 3.4337e+11 4.0975e+08 3.4337e+01
4 3.4340e+11 9.3998e+05 3.4340e+01
5 3.4340e+11 1.7984e+04 3.4340e+01
6 3.4340e+11 1.4800e+03 3.4340e+01
7 3.4340e+11 8.4141e+02 3.4340e+01
8 3.4340e+11 3.0210e+02 3.4340e+01
9 3.4340e+11 6.9319e+01 3.4340e+01
10 3.4340e+11 1.3025e+01 3.4340e+01
