#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.4135e+15 4.4547e+14 1.4135e+05
1 1.4163e+15 2.5478e+12 1.4163e+05
2 1.4547e+15 1.9734e+12 1.4547e+05
3 1.4546e+15 9.0271e+11 1.4546e+05
4 1.4546e+15 8.4952e+10 1.4546e+05
5 1.4546e+15 2.9815e+08 1.4546e+05
6 1.4546e+15 3.7212e+07 1.4546e+05
7 1.4546e+15 2.7094e+06 1.4546e+05
8 1.4546e+15 5.7859e+05 1.4546e+05
9 1.4546e+15 9.4677e+04 1.4546e+05
