#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.0426e+01 1.0213e+01 1.0426e-09
1 8.7693e+00 2.4782e-01 8.7693e-10
2 8.7801e+00 1.0182e-01 8.7801e-10
3 8.7813e+00 4.9547e-03 8.7813e-10
4 8.7813e+00 9.8733e-06 8.7813e-10
5 8.7813e+00 3.6201e-07 8.7813e-10
6 8.7813e+00 2.7403e-08 8.7813e-10
7 8.7813e+00 2.4445e-10 8.7813e-10
