#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.0806e+02 1.0585e+02 1.0806e-08
1 6.6257e+01 3.7144e+00 6.6257e-09
2 6.6292e+01 3.8871e-01 6.6292e-09
3 6.6289e+01 6.1950e-02 6.6289e-09
4 6.6289e+01 1.0261e-02 6.6289e-09
5 6.6289e+01 5.3251e-06 6.6289e-09
6 6.6289e+01 2.0781e-06 6.6289e-09
7 6.6289e+01 3.5074e-08 6.6289e-09
8 6.6289e+01 4.7393e-09 6.6289e-09
