#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 2.2270e+08 1.8109e+07 2.2270e-02
1 6.3336e+08 9.0152e+07 6.3336e-02
2 6.2641e+08 5.6544e+05 6.2641e-02
3 6.2641e+08 3.7072e+04 6.2641e-02
4 6.2626e+08 5.1506e+04 6.2626e-02
5 6.2626e+08 2.9590e+01 6.2626e-02
6 6.2626e+08 1.5081e+01 6.2626e-02
7 6.2626e+08 5.9186e+00 6.2626e-02
8 6.2626e+08 1.1090e+00 6.2626e-02
9 6.2626e+08 1.1194e-01 6.2626e-02
10 6.2626e+08 3.6420e-02 6.2626e-02
