#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 2.7218e+10 4.6520e+09 2.7218e+00
1 7.1110e+10 1.1093e+10 7.1110e+00
2 6.9852e+10 1.3230e+09 6.9852e+00
3 6.9852e+10 7.0309e+07 6.9852e+00
4 6.9853e+10 2.5912e+05 6.9853e+00
5 6.9853e+10 4.6099e+03 6.9853e+00
6 6.9853e+10 1.6581e+03 6.9853e+00
7 6.9853e+10 5.4223e+02 6.9853e+00
8 6.9853e+10 1.8248e+01 6.9853e+00
9 6.9853e+10 9.2752e+00 6.9853e+00
10 6.9853e+10 1.2542e+00 6.9853e+00
