#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.0293e+09 5.2299e+06 1.0293e-01
1 3.0413e+09 4.7455e+08 3.0413e-01
2 2.9919e+09 2.0271e+07 2.9919e-01
3 2.9919e+09 1.1275e+06 2.9919e-01
4 2.9925e+09 1.6803e+05 2.9925e-01
5 2.9925e+09 3.3940e+02 2.9925e-01
6 2.9925e+09 1.2357e+02 2.9925e-01
7 2.9925e+09 3.6518e+01 2.9925e-01
8 2.9925e+09 2.5391e+00 2.9925e-01
9 2.9925e+09 7.3907e-01 2.9925e-01
10 2.9925e+09 2.2710e-01 2.9925e-01
