#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 2.2401e+14 7.0003e+13 2.2401e+04
1 2.5623e+14 5.3242e+12 2.5623e+04
2 2.6187e+14 2.7704e+11 2.6187e+04
3 2.6191e+14 6.1349e+10 2.6191e+04
4 2.6191e+14 2.0809e+10 2.6191e+04
5 2.6191e+14 9.6939e+07 2.6191e+04
6 2.6191e+14 1.0172e+07 2.6191e+04
7 2.6191e+14 7.4879e+05 2.6191e+04
8 2.6191e+14 1.2039e+05 2.6191e+04
9 2.6191e+14 3.9300e+04 2.6191e+04
10 2.6191e+14 3.5628e+03 2.6191e+04
