#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.3020e+06 1.2831e+06 1.3020e-04
1 1.6791e+06 4.9340e+04 1.6791e-04
2 1.6793e+06 1.1703e+04 1.6793e-04
3 1.6988e+06 5.8274e+03 1.6988e-04
4 1.6988e+06 2.6181e-01 1.6988e-04
5 1.6988e+06 1.5504e-01 1.6988e-04
6 1.6988e+06 8.3462e-02 1.6988e-04
7 1.6988e+06 1.7753e-02 1.6988e-04
8 1.6988e+06 7.8201e-03 1.6988e-04
9 1.6988e+06 4.2258e-05 1.6988e-04
