#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.5146e+07 1.7511e+07 1.5146e-03
1 3.0762e+07 2.4691e+06 3.0762e-03
2 3.0880e+07 9.7213e+04 3.0880e-03
3 3.0875e+07 3.6191e+04 3.0875e-03
4 3.0875e+07 1.8588e+03 3.0875e-03
5 3.0875e+07 7.5593e-01 3.0875e-03
6 3.0875e+07 3.6923e-01 3.0875e-03
7 3.0875e+07 4.3396e-02 3.0875e-03
8 3.0875e+07 1.3253e-02 3.0875e-03
9 3.0875e+07 1.4491e-03 3.0875e-03
