#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 4.2820e+05 4.1974e+05 4.2820e-05
1 4.3170e+05 8.3497e+03 4.3170e-05
2 4.3160e+05 2.2914e+03 4.3160e-05
3 4.3585e+05 1.2634e+03 4.3585e-05
4 4.3585e+05 1.8189e+01 4.3585e-05
5 4.3585e+05 2.0035e-02 4.3585e-05
6 4.3585e+05 1.0798e-02 4.3585e-05
7 4.3585e+05 2.7348e-03 4.3585e-05
8 4.3585e+05 1.1554e-03 4.3585e-05
9 4.3585e+05 1.6641e-05 4.3585e-05
