#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 3.6361e+01 3.5618e+01 3.6361e-09
1 2.7168e+01 2.7839e-01 2.7168e-09
2 2.7165e+01 3.6704e-02 2.7165e-09
3 2.7203e+01 3.8502e-03 2.7203e-09
4 2.7203e+01 1.6670e-03 2.7203e-09
5 2.7203e+01 1.2154e-07 2.7203e-09
6 2.7203e+01 1.7231e-08 2.7203e-09
7 2.7203e+01 8.4184e-10 2.7203e-09
