#NumericalIntegrator addapting quadrature over [-16, 32]
#Iteration integral estimated_error tol
0 1.8621e+15 6.5040e+14 1.8621e+05
1 4.4524e+16 1.4361e+15 4.4524e+06
2 4.6219e+16 2.0428e+15 4.6219e+06
3 4.6213e+16 3.1563e+13 4.6213e+06
4 4.6213e+16 1.0135e+13 4.6213e+06
5 4.6213e+16 2.0955e+12 4.6213e+06
6 4.6213e+16 6.4284e+11 4.6213e+06
7 4.6213e+16 2.7305e+08 4.6213e+06
8 4.6213e+16 1.2109e+08 4.6213e+06
9 4.6213e+16 1.7465e+07 4.6213e+06
10 4.6213e+16 2.1223e+06 4.6213e+06
