#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 1.2164e+05 1.1914e+05 1.2164e-05
1 1.0510e+05 1.2162e+04 1.0510e-05
2 1.0575e+05 1.4590e+03 1.0575e-05
3 1.0578e+05 1.8765e+02 1.0578e-05
4 1.0578e+05 2.1125e+01 1.0578e-05
5 1.0578e+05 1.3434e-03 1.0578e-05
6 1.0578e+05 5.8836e-04 1.0578e-05
7 1.0578e+05 3.3781e-04 1.0578e-05
8 1.0578e+05 1.1820e-04 1.0578e-05
9 1.0578e+05 5.6493e-06 1.0578e-05
