#NumericalIntegrator addapting quadrature over [-32, 32]
#Iteration integral estimated_error tol
0 4.6791e+22 4.5836e+22 4.6791e+12
1 1.5570e+22 1.1993e+22 1.5570e+12
2 1.3883e+22 9.5381e+21 1.3883e+12
3 1.3428e+22 1.1626e+19 1.3428e+12
4 1.3419e+22 3.3221e+19 1.3419e+12
5 1.3418e+22 4.3954e+18 1.3418e+12
6 1.3418e+22 9.4759e+16 1.3418e+12
7 1.3418e+22 5.8295e+15 1.3418e+12
8 1.3418e+22 4.4920e+14 1.3418e+12
9 1.3418e+22 3.3706e+12 1.3418e+12
10 1.3418e+22 1.1447e+12 1.3418e+12
