#NumericalIntegrator addapting quadrature over [-16, 16]
#Iteration integral estimated_error tol
0 5.9172e+07 2.2971e+08 5.9172e-03
1 1.4148e+08 1.5803e+07 1.4148e-02
2 1.4099e+08 2.3134e+04 1.4099e-02
3 1.4102e+08 1.7578e+04 1.4102e-02
4 1.4102e+08 5.9062e+03 1.4102e-02
5 1.4102e+08 3.0279e+00 1.4102e-02
6 1.4102e+08 6.4522e-01 1.4102e-02
7 1.4102e+08 2.9607e-01 1.4102e-02
8 1.4102e+08 1.7684e-02 1.4102e-02
9 1.4102e+08 9.4180e-03 1.4102e-02
