#NumericalIntegrator addapting quadrature over [-16, 32]
#Iteration integral estimated_error tol
0 9.9753e+15 1.7700e+16 9.9753e+05
1 2.5625e+17 1.8907e+16 2.5625e+07
2 2.6503e+17 7.3261e+15 2.6503e+07
3 2.6493e+17 1.3864e+14 2.6493e+07
4 2.6493e+17 7.1961e+13 2.6493e+07
5 2.6493e+17 1.3053e+13 2.6493e+07
6 2.6493e+17 3.3522e+12 2.6493e+07
7 2.6493e+17 1.0158e+10 2.6493e+07
8 2.6493e+17 1.2234e+09 2.6493e+07
9 2.6493e+17 2.4596e+08 2.6493e+07
10 2.6493e+17 1.5747e+07 2.6493e+07
